inventore	domanda_id	database
PAOLO FONTANA LIBORIO CASALE ACHILLE PONTOGLIO	8431	itapat_1974_2
LIBORIO CASALE PAOLO FONTANA ACHILLE PONTOGLIO	8432	itapat_1974_2
PAOLO FONTANA LIBORIO CASALE ACHILLE PONTOGLIO	8436	itapat_1974_2
CLAUDIO GIORDANO MARIO FERRARIS ELENA BARSUGLIA	8509	itapat_1974_2
KHABIB MINACHEVICH MINACHEV EVGENY SERGEEVICH MORTIKOV ALEXANDR SEMENOVICH LEONTIEV ANATOLY GRIGORIEVICH SMIRNOV NIKOLAI IVANOVICH KHOLDYAKOV NIKOLAI FEDOROVICH KONONOV PIERNICOLA FRANCAVILLA FRANCESCO LAURIA ANNA SPELTA AURELIO CANTONE	8631	itapat_1974_2
PIERNICOLA FRANCAVILLA FRANCESCO LAURIA ANNA SPELTA AURELIO CANTONE	8666	itapat_1974_2
TOMASI SERGIO E BALUGANI FABIO	8689	itapat_1974_2
LUCIANO CAIRATI FERRUCCIO TRIFIRO PIER LUIGI VILLA	8874	itapat_1974_2
GIOVANNI CASTELLANI	9016	itapat_1974_2
MARIO BARISONI MASSIMO BARTERI PIETRO BROZZO EDMONDO MARIANESCHI E ROBERTO RICCI BITTI	120	itapat_1974_3
FAUSTO BACALINI, FRANCO GATTI	261	itapat_1974_3
FRANCO GOZZO MARCELLA MASOERO ERNESTO SIGNORINI RICCARDO FABBRINI	401	itapat_1974_3
DONATELLO CANALINI EUGENIO REPETTO	544	itapat_1974_3
CARMELO GANDOLFI RENATO PELLEGATA ANGELO FUMAGALLI	779	itapat_1974_3
MAURIZIO BARBIERI	788	itapat_1974_3
GIANNI BENETTA FRANCESCO TESTA	1133	itapat_1974_3
GIANNI BENETTA FRANCESCO TESTA GIANPIETRO PAGANESI	1134	itapat_1974_3
FRANCESCO TESTA ANTONIO BIGLIANI	1135	itapat_1974_3
DIEGO BARBA GIUSEPPE LIUZZO CLETO SIMONCELLI GIANCARLO SPIZZICHINO ROBERTO CROCE PAOLO COLOMBO	1136	itapat_1974_3
ROBERTO CROCE PAOLO COLOMBO	1137	itapat_1974_3
PICCARDI PAOLO ANGELO LONGONI CORDA FRANCESCO PREZIUSO CIRO	1596	itapat_1974_3
LAURIA FRANCESCO MELLONI PIERO TOMMASINI RAFFAELE PASSERINI NORINA	1732	itapat_1974_3
LAURIA FRANCESCO MELLONI PIERO TOMMASINI RAFFAELE PASSERINI NORINA	1733	itapat_1974_3
FRANCO MONTINO E LUIGI COLOMBO	1888	itapat_1974_3
TAGLIABUE RENZO ROVATI ROBERTO GHILARDI GIANFRANCO	2070	itapat_1974_3
PIER LUIGI BERNABO E OSCAR BLAZIC	2314	itapat_1974_3
CARMELO GANDOLFI GIANFEDERICO DORIA RENATO PELLEGATA MARIA MADDALENA USARDI	2334	itapat_1974_3
COTECCHIA VINCENZO MELIDORO GREGORIO GINETTI LUIGI	2583	itapat_1974_3
PASQUALINO CAU VINCENZO COCCA E GIACOMO QUIETI	2670	itapat_1974_3
CARMELO GANDOLFI RENATO PELLEGATA ROBERTO CESARANI MARIA MADDALENA USARDI	3132	itapat_1974_3
MARIO SCATA	3707	itapat_1974_3
VLADIMIR ILICH ALEXANDROV VLADIMIR GRIGORIEVICH GORDON ERNEST NIKOLAEVICH MURAVIEV VYACHESLAV VASILIEVICH OSIKO VLADIMIR MIKHAILOVICH TATARINTSEV CLAUDIO CALZI ROSOLINO CARERA	3747	itapat_1974_3
CLAUDIO CALZI ROSOLINO CARERA	3758	itapat_1974_3
GIORGIO BERGAMINI	3977	itapat_1974_3
ANTONIO GIORDANO	4050	itapat_1974_3
VITTORIO ZANGRANDI PAOLO PERI	4068	itapat_1974_3
PEDRETTI ROBERTO	4385	itapat_1974_3
GIANCARLO BATTISTON GUIDO PETRINI GIORDANO DE ALBERTI ROMANO COVINI	4429	itapat_1974_3
GIORDANO DE ALBERTI ROMANO COVINI MARIO PADOVAN GIANCARLO BATTISTON GUIDO PETRINI GIORDANO DE ALBERTI ROMANO COVINI GIANCARLO BATTISTON	4430	itapat_1974_3
GUIDO PETRINI GIORDANO DE ALBERTI ROMANO COVINI GIANCARLO BATTISTON	4431	itapat_1974_3
GIANCARLO BATTISTON ROMANO COVINI MARIO PADOVAN GUIDO PETRINI PAUL BESSON JEAN GUERIN PIERRE BRUN MICHEL BAKES	4432	itapat_1974_3
CARMELO GANDOLFI,RENATO PELLEGATA, ROBERTO CESERANI,MARIA MADDALENA USARDI	4455	itapat_1974_3
WILLY LOGEMANN VITTORIO AMBROGI PIERNICOLA GIRALDI IVO DE CARNERI FRANCA TRANE PAOLO SANJUST FRANCESCO LAURIA PIERNICOLA FRANCAVILLA MAURO FERRARI ROMANO ANGELUCCI CARMELO GANDOLFI RENATO PELLEGATA GIULIA AGRESTA ROBERTO CESERANI GIORGIO FERRARI	4532	itapat_1974_3
FRANCESCO LAURIA PIERNICOLA FRANCAVILLA MAURO FERRARI ROMANO ANGELUCCI CARMELO GANDOLFI RENATO PELLEGATA GIULIA AGRESTA ROBERTO CESERANI	4533	itapat_1974_3
CARMELO GANDOLFI RENATO PELLEGATA GIULIA AGRESTA ROBERTO CESERANI GIORGIO FERRARI	4546	itapat_1974_3
GIORGIO FERRARI	4547	itapat_1974_3
GIANFRANCO CAMERESI ROBERTO CORTESE E EUGENIO REPETTO	4590	itapat_1974_3
CASTELLI MARIO SECCO ALESSANDRO	4884	itapat_1974_3
CARLO MANZONI GIORGIO PASQUINELLI	4908	itapat_1974_3
PETER BICEV ANITA FURLANI GUIDO SARTORI	4949	itapat_1974_3
CARLO FUMAGALLI GIUSEPPE CAPRARA PAOLO ROFFIA	5211	itapat_1974_3
CARLO FUMAGALLI PAOLO ROFFIA GIUSEPPE CAPRARA	5409	itapat_1974_3
CLINO TRINI CASTELLI ALESSANDRO MARELLI PIERO ANTONIO ENRICO	5410	itapat_1974_3
MASSIMO LEONI GIAN FRANCO FORTINA	5415	itapat_1974_3
FRANCESCO ZAMA, CARLA ALBERTA ACCORSI, GIORGIO MANTOVANI	5590	itapat_1974_3
VLASOV VIKTOR IVANOVICH GURIEV JURY TIMOFEEVICH LEBEDEV VIKTOR VLADIMIROVICH PLJUGACHEV VIKTOR GAVRILOVICH KHOLMOGOROV MIKHAIL VLADIMIROVICH ARTEMOV JURY MITROFANOVICH LUIGI PICCOLO MARCELLO GHIRGA E AN TONIO PAOLINELLI PATRICK MANNIX BRANIGAN	5870	itapat_1974_3
LUIGI PICCOLO MARCELLO GHIRGA E AN TONIO PAOLINELLI	5874	itapat_1974_3
FRANCO POGGIANTI	6019	itapat_1974_3
PAOLO BONATI	6089	itapat_1974_3
GIUSEPPE DOTTI	6404	itapat_1974_3
GIUSEPPE DOTTI	6405	itapat_1974_3
MARIO BORNENGO SAVERIO GRECO SERGIO SERDI	6417	itapat_1974_3
CARMELO GANDOLFI RENATO PELLEGATA ANGELO FUMAGALLI MARIA MADDALENA USUARDI	6491	itapat_1974_3
GIUSEPPE DOTTI	6498	itapat_1974_3
FOSCHI CLAUDIO FRONZONI FERRUCCIO MORA CORRADO	6873	itapat_1974_3
MASSIMO CARISSIMI FRANCO RAVENNA GIAMPAOLO PICCIOLA	7105	itapat_1974_3
SERGIO COLOMBO	7132	itapat_1974_3
PIETRO DE RUGGERI ORAZIO SIGHINOLFI	7264	itapat_1974_3
FRANCO CONTI MARIO CONTI LUCIANO GANDOLFI	7786	itapat_1974_3
FERRENTINO ANTONIO BROVEDAN ANTONIO SALA ANGELO	7787	itapat_1974_3
PIERINO RADICI PAOLO COLOMBO ROBERTO CROCE	7814	itapat_1974_3
PIERINO RADICI GAUDENZIO BIANCHI PAOLO COLOMBO	7815	itapat_1974_3
LUIGI PICCOLO BENEDETTO CALCAGNO EMILIO BOSSI	7817	itapat_1974_3
PIERINO RADICI DANIELE COLOMBO PAOLO COLOMBO	7819	itapat_1974_3
LUIGI PICCOLO MARCELLO GHIRGA ANTONIO PAOLINELLI GIAN PIERO PAGANESSI	7825	itapat_1974_3
PIERINO RADICI UMBARTO SANTINI PAOLO COLOMBO	7826	itapat_1974_3
PIERINO RADICI GAUDENZIO BIANCHI DANIELE COLOMBO PAOLO COLOMBO	7830	itapat_1974_3
PIERINO RADICI SERGIO CUSTRO PAOLO COLOMBO	7831	itapat_1974_3
CESARE PRADA	8499	itapat_1974_3
LUCIANO BALDI, CORRADO FERRARI E RENATO FRANCESE	109	itapat_1975_1
CLERICI MARIO GABRIELE BIANCHI RENZO	396	itapat_1975_1
SEBASTIAN CESCA ALBERTO GRECO GUGLIELMO BERTOLINI E MARIO BRUZZONE MARIO BRUZZONE	403	itapat_1975_1
LUCIANO RE VALERIO CACIAGLI	404	itapat_1975_1
FRANCESCO LAURIA PIERO MELLONI MARTINA BARATTINI GINO BERTOLA PAOLO KOCH BARTOLOMEO ANFOSSI	501	itapat_1975_1
GIULIANO FAGHERAZZI FRANCESCO FERRERO GIUSEPPE SIRONI BRUNO VIVIANI	609	itapat_1975_1
PIERLUIGI BIANCHINI	684	itapat_1975_1
MASSIMO CARISSIMI FRANCO RAVENNA GIAMPAOLO PICCIOLA	696	itapat_1975_1
FRANCESCO LAURIA PIERO MELLONI CARLA TURBA MARIO BERGAMASCHI	834	itapat_1975_1
GIORGIO PAGANI	872	itapat_1975_1
UMBERTO GIANNINI ENRICO ALBIZZATI SANDRO PARODI FRANCO PIRINOLI	930	itapat_1975_1
DARIO COLOMBO	957	itapat_1975_1
NIKOLAI PAVLOVICH KABANOV VITALY SERGEEVICH SCHUKIN JURY ALEXEEVICH KNYAZEV SERGEI FEDOROVICH MAKHALOV DMITRY NIKOLAEVICH SHEPELEV VLADIMIR NIKOLAEVICH SUVOROV PAOLO FONTANA LIBORIO CASALE ACHILLE PONTOGLIO JEAN MELCHIOR	969	itapat_1975_1
PAOLO FONTANA LIBORIO CASALE ACHILLE PONTOGLIO	972	itapat_1975_1
LUIGI GALLI	1614	itapat_1975_1
ANGELO COLLETTA E LUIGI PALUMBO	1708	itapat_1975_1
PIERO MELLONI NICOLA MONGELLI FRANCESCO LAURIA NORINA PASSERINI WIRTZ EGON LIGENSA KARL HEINZ	1823	itapat_1975_1
MASSIMO CARISSIMI FRANCO RAVENNA E GIAMPAOLO PICCIOLA	1869	itapat_1975_1
LUIGI PALUMBO E ANGELO COLLETTA	1988	itapat_1975_1
PIETRO BARUFFALDI	2110	itapat_1975_1
GIANCARLO SODINI MARCO CANELLA	2193	itapat_1975_1
RAFFAELE TOMMASINI PIERO MELLONI ARTURO DELLA TORRE FRANCESCO LAURIA SVEN ERILK LINDEBERG	2552	itapat_1975_1
ANTONIO GIORDANO	2605	itapat_1975_1
GIORGIO PAGANI ANDREA BONETTI FRANCESCO SAVIANO	2812	itapat_1975_1
ALEXEI MIKHAILOVICH NARATOV VALERY LEONIDOVICH LEGOSTAEV BORIS SERGEEVICH GUSEV OLEG EDUARDOVICH NADZHAROV ENVER OSMANOVICH MURATOV IVAN IVANOVICH TARASOV VALENTIN ALEXANDROVICH ZANOV JULY PROKOFIEVICH DROZDOV MIKHAIL DMITRIEVICH LEONTIEV FRANCESCO SICLARI PIETRO PAOLO ROSSI MARIO DE GAETANO ANDRE THOMAS SVEN GUSTAF GUSTAFSSON	2816	itapat_1975_1
FRANCESCO SICLARI PIETRO PAOLO ROSSI MARIO DE GAETANO	2825	itapat_1975_1
ALESSIO LANARI E GIOVANNI BATTISTA	3055	itapat_1975_1
DINI PAOLO	3103	itapat_1975_1
SALVATORE SAMBATARO ANTONIO SARTORI	3533	itapat_1975_1
SALVATORE SAMBATARO ANTONIO SANTORI	3534	itapat_1975_1
LUCIANO CAIRATI FERRUCCIO TRIFIRO PIERLUIGI VILLA	3942	itapat_1975_1
GIANFEDERICO DORIA CIRIACO ROMEO PIERNICOLA GIRALDI FRANCESCO LAURIA MARCELLO TIBOLLA IL RICHIEDENTE IL BREVETTO	4204	itapat_1975_1
PIER LUIGI BONSIGNORI SILVESTRO PEZZOLI SILVIO VARGIU	4239	itapat_1975_1
FEDERICO URGESI ERNESTO FERRARIO ITALO AMBROGI	4240	itapat_1975_1
AMILCARE BOVO GIAMPAOLO GUBERTINI LUIGI MUSUMECI GIUSEPPE VALBONESI	4369	itapat_1975_1
SERGIO VILLA	4422	itapat_1975_1
RUTILIO INVERNIZZI GIOVANNI PRELLA	4475	itapat_1975_1
KLAVDY IVANOVICH MATVEEV NINA BORISOVNA SHITOVA ZINAIDA PETROVNA PAI VIKTOR FILAGRIEVICH ODYAKOV TAMARA AFANASIEVNA BASALAEVA ALEXANDR VASILIEVICH RUMYANTSEV MENNENGA HERBERT ULRICH LUIGI ABBRUZZESE FRANCO GOZZO GIORGIO ROSSI MARCELLA MASOERO GINO TAMBURINI GINO TAMBURINI LESLIE PEAKMAN PERCIVAL AUBREY KEEFE GEORGE HENRY GOULDING	4594	itapat_1975_1
LUIGI ABBRUZZESE FRANCO GOZZO GIORGIO ROSSI MARCELLA MASOERO GINO TAMBURINI GINO TAMBURINI	4601	itapat_1975_1
LUIGI ABBRUZZESE FRANCO GOZZO GIORGIO ROSSI MARCELLA MASOERO GINO TAMBURINI GINO TAMBURINI	4602	itapat_1975_1
LUIGI ABBRUZZESE FRANCO GOZZO GIORGIO ROSSI MARCELLA MASOERO GINO TAMBURINI HANS KRUG	4603	itapat_1975_1
CARMELO GANDOLFI RENATO PELLEGATA FRANCO FAUSTINI ANGELO FUMAGALLI	5002	itapat_1975_1
AGOURI ELIAS FAVIE CLAUDE LAPUTTE ROBERT PHILARDEAU YVES GIOVANPIETRO BASSANI GIUSEPPE SCOZZARI	5111	itapat_1975_1
GIOVANPIETRO BASSANI GIUSEPPE SCOZZARI	5112	itapat_1975_1
GIOVANNI BRAMBILLA GIACOMO CAPORALI	5117	itapat_1975_1
FERDINANDO COLAIACOVO ANGELO COLLETTA VITTORIO DI STEFANO PAOLO MARINI E LUIGI PALUMBO	5309	itapat_1975_1
UMBERTO FILIPPINI PIERLUIGI BIANCHINI	5474	itapat_1975_1
PIERLUIGI BIANCHINI	5476	itapat_1975_1
BASILIO CATANIA, PIETRO PORZIO GIUSTO E RENATO STENGEL	5582	itapat_1975_1
RENATO PELLEGATA CARMELO GANDOLFI	5623	itapat_1975_1
CARLO RESCALLI ANTONIO PACIFICO	5659	itapat_1975_1
MARIO SCATA'	5976	itapat_1975_1
YATSENKO SERGEI VASILIEVICH KOMNATNY IGOR PAVLOVICH AKHNAZARIANTS LEVON KHACHATUROVICH STRIZHENKO VITALY EUGENIEVICH ZAKIROV ROBERT SHARAFUTDINOVICH ZAKIROVA ANNA FEDOROVNA BOZHKO VIKTOR VASILIEVICH BALDARENKO OLKG ALEXANDROVICH SHALYGIN STANISLAV DMITRIEVICH ALEXANDROV ADOLF MORITSOVICH AGLITSKY VLADIMIR EFIMOVICH KANTOR ILYA SOLOMONOVICH BRODSKY VIKTOR MARKOVICH ALESSANDRO BOZZINI E CARLO MOSCONI	6164	itapat_1975_1
TOMIN EVGENY DMITRIEVICH EFREMOV ALEXEI NIKOLAEVICH BURAVTSEN VITALY NIKOLAEVICH SHAPOCHKIN ANATOLY YAKOVLEVICH GUMBURG GERMAN VYACHESLAVOVICH GASANOV TELMAN GAMZATOVICH CLAUS ADOLF BUSSE CARLO BASSANI E JULIEN LOENS ALEXANDROV ADOLF MORITSOVICH AGLITSKY VLADIMIR EFIMOVICH KANTOR ILYA SOLOMONOVICH BRODSKY VIKTOR MARKOVICH ALESSANDRO BOZZINI E CARLO MOSCONI	6165	itapat_1975_1
ALEXANDROV ADOLF MORITSOVICH AGLITSKY VLADIMIR EFIMOVICH KANTOR ILYA SOLOMONOVICH BRODSKY VIKTOR MARKOVICH ALESSANDRO BOZZINI E CARLO MOSCONI	6175	itapat_1975_1
ALESSANDRO BOZZINI E CARLO MOSCONI	6181	itapat_1975_1
GIAN TOMMASO SCARASCIA MUGNOZZA ALESSANDRO BOZZINI DOMENICO BAGNA RA E CARLO MOSCONI	6206	itapat_1975_1
CARMELO GANDOLFI RENATO PELLEGATA FRANCO FAUSTINI MARIA MADDALENA USARDI	6285	itapat_1975_1
GIOVANNI ALIPRANDI E ROBERTO RICCI	6335	itapat_1975_1
FILIPPO MARIA CARLINI GIAMPIERO PIERI CAMILLO PAFFONI GIOACCHINO BOFFA	6387	itapat_1975_1
GIAMPIERO PIERI FILIPPO MARIA CARLINI CAMILLO PAFFONI GIOACCHINO BOFFA	6388	itapat_1975_1
FERRARA GIOVANNI, BIMBI CARLO, E GIOACCHINI NILO	7083	itapat_1975_1
SERGIO VILLA	7113	itapat_1975_1
GIOVANNI ROSA GUIDO CASAGRANDE NISO PREDONZANI UMBERTO GIOVANNINI GIUSEPPE BONVINI FERNANDO PO E GIOVANNI BRUNO VERGA	7470	itapat_1975_1
GIORGIO BIRAGHI E C ALBERTO MANGHI	7579	itapat_1975_1
ALESSANDRO BOZZINI E CARLO MOSCONI	7705	itapat_1975_1
CHIERICI ANTONIO MARCHESI FERDINANDO	7908	itapat_1975_1
DOMENICO BAGNARA LUIGI ROSSI E GIOVANNI PORRECA	7991	itapat_1975_1
LUIGI PICCOLO ANTONIO PAOLINELLI TULLIO PELLIZZON	8016	itapat_1975_1
UMBERTO GIANNINI ENRICO ALBIZZATI SANDRO PARODI FRANCO PIRINOLI	116	itapat_1975_2
UGO PETROSSI DOMENICO SIMONETTI E CARLO RAMPOLLA DEL TINDARDO	162	itapat_1975_2
PIERNICOLA FRANCAVILLA FRANCESCO LAURIA ANNA SPELTA AURELIO CANTONE	244	itapat_1975_2
ALDO RAMACCIOTTI E EUGENIO REPETTO	300	itapat_1975_2
GIUSTI GIUSEPPE	408	itapat_1975_2
PIETRO PIZZIO	506	itapat_1975_2
PIETRO MANTOVANI SILVIO ROLDI	546	itapat_1975_2
SERGIO COLOMBO	562	itapat_1975_2
GIORGIO BELARDINELLI GERARDO CAPORICCIO GIULIANO CARNISELLI COSTANTE CORTI	732	itapat_1975_2
GIUSEPPE VALSECCHI AMILCARE BOVO	833	itapat_1975_2
LUIGI GIANNOTTI E GIANFRANCO ZUCCA	912	itapat_1975_2
MASSIMO BARTERI SANDRO BASEVI EDMONDO MARIANESCHI MARIO BARISONI CARLO BORGIANNI ROBERTO RICCI BITTICARLO SANTAFE	998	itapat_1975_2
FILIPPO MARIA CARLINI GIOACCHINO BOFFA CAMILLO PAFFONI	1182	itapat_1975_2
DIONIGIO BALDINI FRANCESCO CARLIN GIANCARLO MONTANARI ENZO BANDINI	1367	itapat_1975_2
ALBERTO GRECO GUGLIELMO BERTOLINI SEBASTIANO CESCA	1368	itapat_1975_2
ALDO PRIOLA SEBASTIANO CESCA E GIUSEPPE FERRARIS	1370	itapat_1975_2
ERMANNO OBERRAUCH SEBASTIANO CESCA	2227	itapat_1975_2
LUCIANO RE GIANCARLO ELETTI BIANCHI FELICE CENTINI	2392	itapat_1975_2
LUCIANO RE GIANCARLO ELETTI BIANCHI	2393	itapat_1975_2
LUCIANO RE GIANCARLO ELETTI BIANCHI BRUNO BIANCINI	2394	itapat_1975_2
FRANCESCO CECERE GIULIANO GALLI GINO DELLA PENNA BRUNO RAPPUOLI	2395	itapat_1975_2
FRANCESCO FERRERO GIUSEPPE SIRONI BRUNO VIVIANI	2531	itapat_1975_2
EMIL ENODY SANDOR KOVACS ISTVAN GELANYI BELA KAROLY PIERLUIGI CESARI	2624	itapat_1975_2
PIERLUIGI CESARI	2649	itapat_1975_2
GIUSEPPE BIANCHI	2954	itapat_1975_2
ADOLFO CAPOROSSI CLAUDIO FOSCHI	2985	itapat_1975_2
TAILLANDIER GEORGES MARCEL BENOIT GUYOD JEAN LOUIS ALAIN BOUCHERLE ANDRE LOUIS EYMARD PIERRE LUC GIUSEPPE BIANCHI	3129	itapat_1975_2
GIUSEPPE BIANCHI	3141	itapat_1975_2
GIOVANNI CASIRAGHI GIUSEPPE CASNATI GIUSEPPE PUGLIA GIOVANNI SARTORI LEONARDO MARSILI VITTORIO ROSSETTI CARMINE PASQUALUCCI	3149	itapat_1975_2
LEONARDO MARSILI VITTORIO ROSSETTI CARMINE PASQUALUCCI	3164	itapat_1975_2
HANS KUHNLEIN GIOVANNI LUIGI DAMIAN	3544	itapat_1975_2
CARMELO GANDOLFI FRANCO FAUSTINI ANGELO FUMAGALLI ANGELO FORGIONE	3757	itapat_1975_2
LEONARDO MARSILI VITTORIO ROSSETTI CARMINE PASQUALUCCI	3863	itapat_1975_2
LUIGI GAZZI GIANCARLO SCHIANNI ORONZO SGUERA	3911	itapat_1975_2
ANTONIO GAMBARDELLA FRANCO GUALCHIERANI E CARLO ODASSO	3931	itapat_1975_2
SERGIO COLOMBO E LUIGI TERRA	3937	itapat_1975_2
FILIPPO MARIA CARLINI NICOLA MAZZAFERRO CAMILLO PAFFONI GIOACCHINO BOFFA	4211	itapat_1975_2
HIROMI UEHAMA KEI HIOKI AKIRA ONUKI KAZUO HIROKAWA BERTAZZOLI GUIDO GIRONI ROBERTO RESENTINI ANGELO	4433	itapat_1975_2
BERTAZZOLI GUIDO GIRONI ROBERTO RESENTINI ANGELO	4445	itapat_1975_2
VIRGILIO ARRIGONI BRUNO GAETANI FULVIO GIAVAZZI	4580	itapat_1975_2
TESLER IOSIF MARKOVICH GULYANITSKY ANATOLY ALEXANDROVICH PAPROTSKY TEODOR VLADIMIROVICH FEDOROV ANATOLY LEONIDOVICH LJUBINSKY JURY STEPANOVICH DECEDUTO AMM RI DELL'EREDITA' SONO: FIGLIO, LJUBINSKAYA JUSTINA STEPANOVNA MADRE CARLO RESCALLI ANTONIO PACIFICO ROCCO FARACI SILVIO VARGIU GIANCARLO CRESPOLINI GIULIO GRAZZINI	4761	itapat_1975_2
CARLO RESCALLI ANTONIO PACIFICO	4797	itapat_1975_2
CARLO RESCALLI ANTONIO PACIFICO ROCCO FARACI	4798	itapat_1975_2
CARLO D AURELIO CARLO RESCALLI STEFANO CATINI	4799	itapat_1975_2
LUIGI PICCOLO ANTONIO PAOLINELLI	4820	itapat_1975_2
LUIGI PICCOLO GABRIELE BOTTAI ANTONIO PAOLINELLI ANGELO LA ROVERE	4821	itapat_1975_2
GIOVANNI ALIPRANDI E ROBERTO RICCI	5348	itapat_1975_2
PAOLO PICCARDI FRANCESCO CORDA FRANCO GOZZO ANGELO LONGONI FRANCO GOZZO PAOLO PICCARDI ANGELO LONGONI PARIDE PAOLUCCI	5421	itapat_1975_2
FRANCO GOZZO PAOLO PICCARDI ANGELO LONGONI PARIDE PAOLUCCI CESARE GALLETTI	5422	itapat_1975_2
GIULIANO NANNINI EMANUELE DRADI BRUNO MACCHIA	5740	itapat_1975_2
PIERO MELLONI WILLY LOGEMANN FRANCESCO LAURIA CARLA TURBA PHILIPPE CALEMARD	5741	itapat_1975_2
MARCO MAURO MALTAGLIATI E PAOLO REDI	5782	itapat_1975_2
GIAN PAOLO GIULIANI ROBERTO PAIELLA	5898	itapat_1975_2
GIORGIO PAGANI	5899	itapat_1975_2
FRANCESCO FENOGLIO	6262	itapat_1975_2
HELMUT WALTER E PIETRO PIZZI	6393	itapat_1975_2
GIULIO PROSPERI WALTER MARCONI SILVIA GIOVENCO FRANCO MORISI	6563	itapat_1975_2
PIERINO RADICI PIETRO ERINI UMBERTO SANTINI E PAOLO COLOMBO	6665	itapat_1975_2
GIANFEDERICO DORIA CIRIACO ROMEO PIERNICOLA GIRALDI FRANCESCO LAURIA MARCELLO TIBOLLA DIRK HOKS	6693	itapat_1975_2
FRANCESCO SICLARI PIETRO PAOLO ROSSI MARIO DE GAETANO	6701	itapat_1975_2
ANTONIO MANCINI RENATO MANCINI	6770	itapat_1975_2
AGOSTINO PRASTARO LUCIANO MANCINI PAOLO PARRINI	6788	itapat_1975_2
CARLO FUMAGALLI GIUSEPPE CAPRARA PAOLO ROFFIA	6789	itapat_1975_2
ANDREA PEDITTO FRANCO FOSSATI VINCENZO PETRILLO PAOLO PERI IELENA ANDREIEVNA IVA NOVA ALEKSANDR IAKOVLEVIC LIEVNIN XAVER LENZER EBERHARDT WISTUBA	6936	itapat_1975_2
GIULIANO NANNINI GIANCARLO MOLGORA GIOVANNI BIASOLI FERRUCCIO CASABUONA ROBERT FLANDORFER	6966	itapat_1975_2
PIERGIORGIO ZAPPELLI ANTONIO ROSSODIVITA LUCIANO RE	7074	itapat_1975_2
GIORGIO PAGANI	7084	itapat_1975_2
GIORGIO PAGANI	7085	itapat_1975_2
PIAZZI SERGIO BRACCIALI ALBERTO SORDI SANDRA	7482	itapat_1975_2
LUIGI PISANI	7522	itapat_1975_2
CARLO LUCINI	513	itapat_1975_3
LUCIANO ORLANDO	569	itapat_1975_3
ALFREDO FRANCESCHINI GIUSEPPINA FIDILLIO E AUGUSTO BALESTRINI	739	itapat_1975_3
CARLO PARRINI E ANGELO POZZI	763	itapat_1975_3
GIUSEPPE BORGHETTI	773	itapat_1975_3
RODOLFO CERUTI ROBERTO MARION	1015	itapat_1975_3
SEBASTIANO D ARRIGO GIOVANNI GHIRINGHELLI	1127	itapat_1975_3
GIUSEPPE BORGHETTI	1353	itapat_1975_3
GIUSEPPE BORGHETTI	1354	itapat_1975_3
GIAMPAOLO ESPOSITO	1515	itapat_1975_3
CLAUDIO CALZI ALBERTO MUSETTI ADRIANO TRISCIANI	1534	itapat_1975_3
GIUSEPPE BIANCHETTI RENZO VISCARDI	1896	itapat_1975_3
GUIDO DI LORENZO	2126	itapat_1975_3
CORRADO CORRADINI	2142	itapat_1975_3
VLADIMIR KUZMICH SHIPULIN KORNELIA PAVLOVNA BOETSKAYA NINA IOSIFOVNA AMITINA ZINOVY IVANOVICH LEVCHENKO VIKTOR ALEXANDROVICH GUBA LEONID ANDREEVICH BOLSHAKOV LJUBOV GEORGIEVNA KUZMENKOVA EVDOKIA EFIMOVNA TSIVADITS WISNIEWSKI WLADYSLAW PIOTROWSKI JAN OSVALDO FASANO BIANCHI MASSIMO	2279	itapat_1975_3
BIANCHI MASSIMO	2355	itapat_1975_3
FRANCESCO SICLARI PIER PAOLO ROSSI LUIGI CANAVESI	2669	itapat_1975_3
SERGIO PIZZINI LUCIANO CAVALLI GABRIELE BOTTATI PETER SCHWARZ GIOACCHINO COCUZZA E MICHELE SFRE GOLA	2672	itapat_1975_3
PIERINO RADICI GAUDENZIO BIANCHI PAOLO COLOMBO	2677	itapat_1975_3
SILVIO VARGIU PIERO PAPARATTO ANTONIO PARODI GIORGIO BRUMAT	2678	itapat_1975_3
PIERO PAPARATTO SILVIO VARGIU ANTONIO PARODI GIORGIO BRUMAT	2679	itapat_1975_3
PIERINO RADICI GAUDENZIO BIANCHI PAOLO COLOMBO	2681	itapat_1975_3
NORINA PASSERINI ALESSANDRO ROSSI ALDO ERMILI ALESSANDRO BALBI GEORGES LE COUTURIER	2840	itapat_1975_3
GIAMPIERO BASILE ANTONIO MAZZA	2872	itapat_1975_3
UGO ROMANO GIUSEPPE IORI	2911	itapat_1975_3
GIANFEDERICO DORIA CIRIACO ROMEO PIER NICOLA GIRALDI FRANCESCO LAURIA MARIA LUISA CORNO PIERO SBERZE MARCELLO TIBOLLA	3180	itapat_1975_3
LUIGI PAGLIARI E CARLO SARINI	3181	itapat_1975_3
ALDEMARO CIAPERONI GIUSEPPE QUAGLIAGINO DALL ASTA	3290	itapat_1975_3
ANDREA PEDITTO FRANCO FOSSATI VINCENZO PETRILLO	3341	itapat_1975_3
CARMELO GANDOLFI FRANCO FAUSTINI ROBERTO CESERANI MARIA MADDALENA USARDI	3452	itapat_1975_3
CARMELO GANDOLFI FRANCO FAUSTINI ANGELO FUMAGALLI MARIA MADDALENA USUARDI	3546	itapat_1975_3
PAOLO PICCARDI ANGELO LONGONI	3607	itapat_1975_3
